wav_filename,wav_filesize,transcript
01878b1d21.wav,115278,অব্যাহতি দেওয়া হয়েছিল
0187ee389e.wav,96078,থেকে শুরু হবে
018860c720.wav,115278,এটি উত্তরবঙ্গের লালমনিরহাটে
01887cc88c.wav,86478,পাওয়া যায়নি বলে
018889c410.wav,60878,সিদ্ধান্ত নেওয়ায়
0188d5815d.wav,92878,আজকের প্রথম আলো
01891a44be.wav,92878,অনিল করঞ্জাই
018972ee15.wav,108878,কনডমটি তুলে
0189bc26ca.wav,137678,১২ লাখ
0189dd5863.wav,163278,অপহৃত শিশুদের বেশিরভাগকে
018a133087.wav,99278,হিসাব লইবেন
018aa0b2cd.wav,92878,সেরা রোমান্টিক জুটি
018aa9d860.wav,73678,অবদান আছে
018b0d9655.wav,217678,তারকেশ্বরী সিনহার জীবনী অবলম্বন
018b37a933.wav,105678,শুল্ক বিভাগের কর্মকর্তারা
018b862564.wav,99278,লাখ তিনেক মানুষ
018b940c57.wav,102478,অ্যারিওলার ব্যাস
018b9946ad.wav,121678,নাজিমের অনুবাদ যাঁরা সেদিন করেছিলেন
018b9ecb3a.wav,166478,নিজের ঝলসে যাওয়া মুখ নিয়ে
018ba89026.wav,140878,কলকাতায় জয়েন করতে যাই
018c6e1a8a.wav,92878,তিনি বলছেন যে
018ceba480.wav,156878,তাকে ঘটনাস্থল থেকে আটক করে
018cee51a8.wav,83278,ডেল স্টেইন
018d3ce0a0.wav,83278,ছোট গাড়ি
018db2e3b4.wav,307278,দক্ষিণ ভারত মহাসাগরের প্রায় চারশো বর্গকিলোমিটার এলাকা জুড়ে এই ১২২টি জিনিস ছড়িয়ে আছে।
018e5ba6ed.wav,112078,সুইজারল্যান্ডে বাস করলেও
018e95a043.wav,108878,আঞ্চলিক সাহিত্য/সংস্কৃতি
018f5ece27.wav,166478,পেশাদার ইতিহাসবিদেরা
018fb0a1d9.wav,185678,দেশ ছারখার
018fe1426b.wav,118478,জলের স্রোতের গতি লক্ষ্য করলে
018ffc1650.wav,150478,মুক্তিযুদ্ধ নিয়ে গত ৩৯ বছরে
01902f623d.wav,160078,বিশ্ব ফুটবলের আসর
0190b3d068.wav,86478,যা আমি সবশেষে বলছি
01913ee322.wav,80078,জানান তিনি।
019189c5f4.wav,83278,আরো একটি জায়গা
0191cc9b3e.wav,102478,এ সিদ্ধান্ত হয়েছে
01923cfb81.wav,92878,গ্রেপ্তার করেছিল
0192582e93.wav,131278,ও আমার দেশের মাটি
0192803c70.wav,80078,ভ্রমণ করতে পারে
0192ab3761.wav,89678,জ্বলন্ত সময়
01931264b1.wav,99278,যে সময় কাটছে
019393b687.wav,92878,হয়ে যাবে চার
0193da7550.wav,102478,তাই তারা সিধে কথা বলে না
0194491494.wav,118478,কাহিনীটিও শুনিয়াছে
019515ffcf.wav,67278,হবেও না
0195363b26.wav,144078,এই রাজ্যের অধিবাসীদেরই
019611f7c2.wav,80078,বল বাড়ান
019627c3af.wav,83278,সবাই বলবে
0196b28686.wav,73678,হত্যার অধিকার
019701368e.wav,112078,বাংলাদেশ ককাসের অন্যতম সদস্য
0197373409.wav,89678,এরপর নিয়মিত বিরতিতে
01977cf6bb.wav,92878,সূর্য উঠবার সঙ্গে সঙ্গে
0197e92c19.wav,108878,তোমাকে দশ হাঁড়ি মিঠাই দিচ্ছি
0197f25d61.wav,92878,এ রণতরী পাঠানো হবে
0198177a0b.wav,89678,এন্টিভাইরাস
0199188240.wav,83278,সৃজনশীল
0199686860.wav,118478,দেখো না
01997744fb.wav,115278,ম্যাচ ধরে ধরে খেলব
019a3707b6.wav,108878,রসুনের গুনাগুন
019a410f03.wav,89678,সেই দুর্লভকে সুলভ করেছে ছায়ানট
019aa78908.wav,112078,ক্লান্ত-অবসন্ন শরীর
019ada8a8b.wav,86478,নিবেদিতাও ছিলেন
019b7520a0.wav,92878,ঝুটারাম লোকটি
019c35b781.wav,156878,লাঠিসহ গ্রামপুলিশ একজন করে
019c91744d.wav,99278,সমবেত হন
019d4a49a4.wav,140878,বাংলাদেশের সবচেয়ে সফল বোলার সাকিব
019d6cf7a5.wav,89678,খুব একটা
019dc29c04.wav,102478,মধ্যাহ্নকাল বলা যাইতে পারে
019dcecff7.wav,83278,তিন লক্ষ টাকা
019de1bd56.wav,163278,ইউনিবিজয় নামে
019e69a5ef.wav,105678,অস্ত্র সমর্পণ করার
019e85d606.wav,89678,সেটিতে উৎপাদিত হবে
019ed500a6.wav,83278,সবচেয়ে পুরনো লেখা হল
019f40d83a.wav,128078,এ সমস্যা গুরুতর চেহারা নেয়
019f924760.wav,80078,একটি বড় চ্যালেঞ্জ
019fa620b2.wav,112078,মোট ১২টি মূল অধ্যায়ে
019ffb5ec1.wav,128078,সকলের সহযোগিতাপূর্ণ মনোভাব
01a0c8bc01.wav,150478,অবরোধের কারণে গত কয়েকদিন
01a0d66222.wav,96078,তিনি আশা করছেন
01a0e2be78.wav,108878,কৃষ্ণসাগর পাড়ি দিয়ে
01a14af257.wav,124878,আর কি উন্নতির উপায় নাই
01a1a85401.wav,73678,মোট ৮জন
01a1c0f4aa.wav,115278,যাকে পছন্দ করবে
01a1cecf6a.wav,92878,বাংলা লেখা ছবি
01a2306896.wav,112078,তাঁকে সম্মান প্রদর্শন করে
01a2ac650b.wav,121678,সবিস্তারে বলিবার বা শুনিবার
01a2f07d86.wav,76878,তাহাকে খাটাইয়া
01a32e5434.wav,99278,নানির বড় ছেলে
01a3aadcec.wav,131278,বাস চলাচল বন্ধ করে দিয়েছে
01a3ab6bec.wav,118478,দ্বিতীয় প্রতীকী ফাঁসির উদ্যোক্তা
01a3cbbc4d.wav,118478,"সাইয়েদুন নাহার, সৌমিন আফরিন"
01a441e202.wav,134478,জিএসএম মুঠোফোন
01a4d23687.wav,105678,ডাউনলোড করতে সময় লাগবে
01a506cbda.wav,99278,১৯৭২ সালে
01a566e9ea.wav,70478,মেয়েদের ধর্ষণ করবে
01a582a175.wav,99278,বাংলাদেশের কর্মকর্তারা
01a5d95391.wav,185678,পরে মোড়লগিন্নি শিকল খুলিয়া
01a6628709.wav,176078,প্রাইমর্ডিয়াল আইসোটোপ হল
01a66bcd42.wav,134478,যার মধ্যে হাঁস
01a6b0ed6c.wav,163278,এদিকে বৃহস্পতিবার রাতে
01a6b712eb.wav,128078,স্থানীয় ধূসর গ্রানাইট দিয়ে
01a6de26d5.wav,92878,এহসানের অফিসে গিয়ে
01a70d6689.wav,105678,প্রতিশ্রুতি দিয়ে
01a7cedb31.wav,80078,৭১ সালের পোষ্টার
01a7fc87e1.wav,86478,প্রখ্যাত ঔপন্যাসিক
01a89af751.wav,364878,বাবর আলী দৈনিক আমার দেশ পত্রিকার বরিশাল বিভাগের ব্যুরো প্রধান ছিলেন।
01a89ce71c.wav,99278,"সাধু, সাধু"
01a8df1538.wav,108878,হেঁটে যেতে যেতে
01a8f99bd9.wav,140878,বঙ্গোপসাগর
01a91df5d0.wav,102478,কারাবন্দী আছেন
01a94870a9.wav,128078,পালন করতে হয় এদের
01a9a067de.wav,115278,কার্যকরী ব্যবস্থা নিচ্ছে না
01a9b42820.wav,121678,সাইকো
01a9cbf3f7.wav,121678,দেখলে মনে হবে বিশ্ববিদ্যালয়ে পড়ে
01aa0f38cc.wav,144078,শুক্রবারের এই ভোটাভুটিতে
01aa414a86.wav,89678,জড়িত ১৬ জন এমপিকে
01aa6b7d94.wav,67278,এই গ্রন্থাগারে
01aa95bf4f.wav,89678,অভিযোগও করে তারা
01aae9e8b3.wav,268878,চার সিটি নির্বাচনে ক্ষমতাসীন দলের ভরাডুবিতে আগাম সংসদ নির্বাচনের পরিকল্পনা থেকে সরে এসেছে সরকার।
01ab9b2216.wav,124878,শাহদ্বীন মালিক মনে করেন
01ab9fee2f.wav,118478,কেবল মা’র পুতুলের সঙ্গে
01abbb580f.wav,220878,অভিষেক এবং অ্যাশ জুটি হিসেবে সর্বশেষ অভিনয় করেন 'রাভান' সিনেমায়।
01abde846a.wav,105678,সেখানে পাঁচ ঘন্টা
01ac24f3d5.wav,99278,এ অগ্নিকাণ্ডের সূত্রপাত ঘটে
01ac83b1dc.wav,140878,কোম্পানির তরফ থেকে তাদের
01ac8489c3.wav,102478,২৩ পয়েন্ট নিয়ে
01acb65c1b.wav,67278,দায়ী করছে
01acc31dda.wav,153678,বিক্ষোভকারীরা কিয়েভ থেকে
01acd3ee21.wav,121678,সুরঙ্গ লাকমালের করা
01ad5e91c7.wav,105678,কিন্তু সরকার পতন কি
01adca8219.wav,67278,না ভাবুক
01ae341c6e.wav,112078,খদ্যোত যে কেন
01ae4126bf.wav,102478,আরিয়ানের বয়স এখন ১৬
01ae80c977.wav,105678,তার প্রজন্মের মধ্যে
01aec5240a.wav,150478,মারা যান মুক্তিযুদ্ধের এ সংগঠক
01b017dc50.wav,96078,ঠেকাতে অগ্নি ২
01b04a699a.wav,144078,১৫ দশমিক ৩৮ শতাংশ
01b04d40ff.wav,108878,অর্থাৎ অর্ধেক অর্থ
01b0b6240b.wav,89678,যিনি একই সিনেমায়
01b0c6f6e7.wav,185678,কেন্দ্রীয় অথচ দূরবর্তী রূপায়ণ আছে
01b134eb6b.wav,102478,কোনো পন্থা
01b13bfa1c.wav,83278,দুজন লোক
01b19fc383.wav,166478,অস্ট্রিয়ার সমাজবাদী গণতন্ত্রী পার্টি
01b1ba869a.wav,89678,দ্বিধা করেন না
01b1f381b4.wav,115278,বেশ কিছু বাড়িঘরে
01b1f40f4f.wav,105678,একজন ভারতীয় চলচ্চিত্র
01b2983d5d.wav,54478,বাংলাভাষা
01b2a4aa9f.wav,128078,জানিয়েছে হিউম্যান রাইটস ওয়াচ
01b38f688a.wav,115278,যারা রাজনৈতিক নেতাদের আশীর্বাদ পুষ্ট
01b3cd0cf2.wav,137678,বাংলাদেশ উপকূলে তীব্রভাবে
01b3cf4bf3.wav,96078,এসি কামাল হোসেন জানান
01b3d1e31a.wav,80078,আমার সামনেই
01b4375224.wav,121678,আধিপত্য ছিল তার দলেরই
01b4514867.wav,76878,রুম শেয়ার করতে হবে
01b45b111f.wav,102478,জাল বলে মনে করছি
01b4e67e4e.wav,147278,বিদ্যাপতি ও চন্ডীদাশ
01b52e2722.wav,112078,সমস্যাটি রয়েই যাচ্ছে
01b56610e0.wav,105678,১৯৮০ খ্রিস্টাব্দে পাজ
01b588e1f4.wav,105678,বহুল উচ্চারিত একটি শ্লোগান
01b589a147.wav,92878,তাদের বক্তব্য শুনে
01b5aaa173.wav,105678,দেখিতে পায় না
01b5d590ce.wav,80078,ওই আকর্ষণ
01b6062154.wav,150478,প্রকাশনা অনুষ্ঠানে
01b63ab480.wav,134478,এই বোধ এবং এই সত্য
01b67b4e8c.wav,92878,সম্মান দিয়ে কথা বলে
01b67cfdae.wav,70478,কর্তৃক আয়োজিত
01b6bd6bdc.wav,131278,সেটি নাকচ করে দিয়েছেন
01b6c80daa.wav,105678,আমাকে ফাঁসিয়ে দেওয়া
01b6c9e7ab.wav,140878,মোটরসাইকেল নিয়ে কিছু সংখ্যাক সেনা
01b6d46c29.wav,172878,গুণেন্দ্রনাথ ঠাকুরের
01b6dacf9b.wav,89678,ফকির আলমগীর
01b73d40fb.wav,76878,ছেড়ে যাবে না
01b77ffc58.wav,166478,দক্ষিণারঞ্জনকে ভর্তি করে দেয়া হলো
01b7f3587f.wav,102478,স্ট্র্যাপের সঙ্গে
01b8ae38fc.wav,83278,বাকি অধিকাংশ নেতাই
01b8c6d94f.wav,160078,এই বৈঠকের পর
01b907b906.wav,89678,কিছু যে ঠিকমতো
01b90b9f12.wav,102478,বিরক্ত হই না
01b9269e89.wav,128078,কিছু বনফুলের মালা গেঁথে
01b9a28981.wav,96078,দীনেশচন্দ্র সেন
01b9c6cc4e.wav,89678,ও সুন্দরের বিপুল আয়োজন
01ba50dc41.wav,102478,রোববার বিকেল থেকে
01ba64d027.wav,160078,চীন-বাংলাদেশ চুক্তির বিপরীতে
01bb1d4a82.wav,118478,বিভিন্ন রকমের বইপত্র পড়ে
01bb5337dc.wav,112078,"সপ্তদশে ইন্দ্র, বরুণ"
01bb8dfaae.wav,118478,দক্ষিণ আফ্রিকার অবস্থান হচ্ছে
01bb94a0df.wav,67278,তারা হুমকি দিয়েছে
01bbab94cc.wav,102478,খুব কম সংখ্যকই এখন
01bc286b1b.wav,185678,টমাহক ক্রুজ মিসাইল
01bcb2828a.wav,137678,তা ছাড়া জবাব পাইলে
01bcc9cf2e.wav,86478,৮টা ৫৮ মিনিট পর্যন্ত
01bd6ba8e2.wav,137678,বক্তার বলার ভঙ্গি
01bd8b5e2f.wav,188878,ভারতের বাংলাদেশের মুক্তিযুদ্ধকে
01bde14a74.wav,201678,"মালিনী, বাতাসে গন্ধ"
01bdeca1c7.wav,108878,বাসের চাকার নিচে পড়ে
01bdfb36ee.wav,211278,যাত্রীদের একজন গুইলেরমো বলছিলেন
01be94d18f.wav,67278,লাটে উঠেছে
01becd6427.wav,134478,বহু পুরস্কার ও সম্মাননায়
01bee567c2.wav,121678,এই পরিকল্পনা ঘোষণা করে
01bf6ac627.wav,108878,ঘণ্টায় একশ মাইল গতিতে
01bf82f345.wav,99278,তার মা’র কোনও নাম নেই
01bf8332b2.wav,140878,কালোটাকার বিনিয়োগ পেয়েছেন
01bfaf09cf.wav,99278,খেলতে গেল না মাঠে
01bfd7c507.wav,169678,কোনোটার প্রেক্ষাপট ব্রিটিশ ভারত
01c1022238.wav,150478,কোনো নেতিবাচক প্রতিক্রিয়া নেই
01c14c311b.wav,102478,রাত পৌনে ১২টায়
01c19809bc.wav,64078,সংবাদ পেয়ে
01c1a0effd.wav,115278,সামনের চেয়ারে উপবিষ্ট
01c1bc8bee.wav,128078,এছাড়া স্থানীয় প্রশাসনের উদ্যোগ
01c22bc39e.wav,124878,সোনালী ব্যাংকের সামনে
01c2a77cb8.wav,70478,জড়িত হবেন
01c2e6c88d.wav,99278,তাকে গ্রেপ্তার করার কথা
01c31e7a60.wav,128078,দুটো কালো ভ্রমর যেন
01c332d723.wav,131278,কেন আমি এসব কথা
01c38c8666.wav,121678,৫ই জানুয়ারির নির্বাচন
01c400a57f.wav,64078,আমাকে পেছনে রেখে
01c468d374.wav,99278,যখন শাড়ি পরতেন
01c49f86e3.wav,92878,"সুরকার,সঙ্গীত পরিচালক"
01c57ec3df.wav,67278,পলকের মধ্যে
01c5c94d08.wav,236878,বাংলাদেশ কিংবা বিশ্ব ক্রিকেটে
01c6059c6b.wav,131278,কথা বলে জানা গেছে
01c62f8f90.wav,134478,ঠিক চৌকোও নয়
01c63ffb36.wav,89678,উদ্ধার পাওয়াও যেতে পারে
01c64dee3a.wav,112078,ডাল বানিয়ে
01c65a3dce.wav,105678,আলোচনা করার কথা ছিল তাদের
01c6a0659c.wav,112078,চলচ্চিত্র বা টিভি অনুষ্ঠান দেখে
01c6a45fb7.wav,99278,মায়ের বাড়িতে রেখে আসা
01c6c06c4c.wav,198478,"চরিত্রগুলোর নাম সাকিব, মাশফি, সারাহ"
01c7289660.wav,128078,পরিবেশনা প্রতিষ্ঠানগুলো আগ্রহী হবে
01c78ed80d.wav,169678,বেঈমান' চলচ্চিত্রের গল্পের সঙ্গে
01c7dde799.wav,70478,নারীরা এ দেশে
01c7e13728.wav,80078,প্রধান বিচারপতি
01c810712e.wav,124878,খুব চোটপাট করল
01c8c948c9.wav,102478,আবুল কালাম তালুকদার
01c9734236.wav,89678,নানা সময়ে
01ca495187.wav,96078,নিজেদের পথ
01cadf34a4.wav,105678,যার ফলে তারাও
01cbc8dccd.wav,80078,আজ পূজিত হন
01cc096f3a.wav,137678,মোঘল হেরেমের দুনিয়া কাঁপানো প্রেম
01cc92d9c7.wav,86478,আলাপ-আলোচনার জন্য
01cc977a27.wav,64078,কার্য্যের উপমা দিব
01ccf0505f.wav,99278,বিহারের রাজনীতিক
01cd15407c.wav,60878,যে রেখা
01cd486940.wav,89678,অপহরণের জায়গা
01cd726598.wav,128078,প্রযোজকের লভ্যাংশ ফেরত পাওয়া
01ce302eda.wav,131278,স্বামী ছেলেমেয়ের জন্য
01cea4286b.wav,76878,তবে বাংলাদেশে
01ced0610e.wav,92878,লুধিয়ানা জেলার
01cedb2dba.wav,137678,সংগঠনটি এ ধরণের
01cee20980.wav,96078,সে সময় সেখানে থাকা
01cf52a29e.wav,99278,বাকি নেই আর
01cf65c557.wav,115278,তোমরা তয়ের হয়ে থাকবে
01cf66f9fa.wav,96078,সরব কণ্ঠ
01cf9e8e59.wav,118478,ক্ষতিগ্রস্ত এলাকাগুলোর মধ্যে
01cfc000b7.wav,124878,ধর্ষণের মূল কারণকে
01cfd84d10.wav,83278,সব রাজনৈতিক চেষ্টা
01d00518c6.wav,102478,নাবিলার ঈদ আয়োজনে
01d05e294f.wav,80078,গেঞ্জি কাপড়ের
01d086ae78.wav,83278,তালিম গ্রহণ করেন
01d12ac4de.wav,112078,এর আকার
01d15e0f73.wav,134478,চিঠিতে উপজেলা পরিষদ নির্বাচন
01d18d01ed.wav,83278,সমালোচনার মুখে পড়েছে
01d1d18a40.wav,140878,বিজয়ীদের হাতে তুলে দেন পুরষ্কার
01d1e76a54.wav,112078,কালিদাসবাবুর উপর
01d306b5b9.wav,105678,পর্যবেক্ষণ করা হয়েছে
01d3290f71.wav,80078,জড়াতে চাচ্ছে না
01d3bce1ec.wav,115278,প্রধান জানিয়েছেন
01d4abf2b3.wav,128078,মুলায়ম বা নীতীশ কুমারের
01d5066c4d.wav,89678,সম্পূর্ণ‌ভাবে ক্ষয়ে যায়
01d56f8800.wav,140878,৪১ বছরের সেনসেশন জন
01d5f036b3.wav,105678,জেনে-শুনে চোখ দিয়ে
01d6431dc2.wav,73678,প্রশ্ন জাগবে
01d65153a3.wav,89678,সকাল ৯টার আগেই
01d6586062.wav,96078,মেয়র লুৎফর রহমানের সঙ্গে
01d682b431.wav,105678,প্রথমবারের মতো খেলতে এসেই
01d6abf70f.wav,192078,শাপলা চত্বরে
01d7198bcd.wav,102478,বেশ বুঝতে পারলাম
01d73f6346.wav,134478,দুইটি শাখায় ভাগ করা হয়
01d772212e.wav,102478,দিল-কাবায় হজ্ব করতে
01d797f614.wav,102478,পাইন্না ম্যাগ
01d81e5a53.wav,115278,বাড়ানোর চেয়ে
01d81fda17.wav,73678,মাকাল ফল
01d82350e8.wav,163278,মোবিক্যাশ
01d8282be1.wav,96078,এটা একটা নিউজ হতে পারে
01d840bda0.wav,150478,অ্যান্থনি ভন লিউয়েনহুক
01d88c7e9c.wav,96078,এ সময় গাড়ি দুটিতে
01d91e88e2.wav,121678,তুমি কেবল
01d93a67f5.wav,57678,গুলি
01d9555f62.wav,112078,হাইতিতে ভূমিকম্প বিধ্বস্ত
01d96b80aa.wav,227278,নিয়মিত ফরমালিনযুক্ত খাবার খেলে শরীরের বিভিন্ন অংশে ক্যান্সার হওয়ার আশঙ্কা থাকে।
01d971f77f.wav,99278,দেখিলাম না
01d9aa149a.wav,297678,৩৩ হাজার টিকিটের মধ্যে মাত্র ৫ হাজার টিকিট সাধারণ মানুষের জন্য বরাদ্দ করায় বিক্ষুব্ধ ভক্তরা বিক্ষোভও করে।
01d9ab075f.wav,89678,সংবাদ প্রকাশের বিষয়ে
01d9fdc3c1.wav,124878,কমিশন সূত্রে জানা যায়
01daec71a8.wav,118478,মোক্তারপাড়ার জেলা প্রেসক্লাবের
01daef22b1.wav,99278,আগের তিনটি মামলায়
01db3b5978.wav,115278,একই কারণে পিছিয়ে যায়
01db438af8.wav,80078,এর জন্য দায়ী
01db45dfd3.wav,259278,ঢাকার নয়াপল্টনে বিএনপির কেন্দ্রীয় কার্যালয়ের সামনে নেতাকর্মীদের রাস্তায় বসে শ্লোগান দিতে দেখা যায়।
01db5908d0.wav,153678,পাঁচ মিনিটের জায়গায়
01db5b8cfd.wav,96078,ঘুরে-ফিরে আসে
01dbd61605.wav,131278,বেশ কয়েক বছর
01dc904413.wav,115278,সেখানে আঘাত হানে
01dc9ef86b.wav,102478,যুক্তরাষ্ট্রের চূড়ান্ত সিদ্ধান্ত নেয়ার
01dcf68ddf.wav,112078,"মিশা সওদাগর, ডন"
01dd3d15cf.wav,99278,সাহিত্য ও সংস্কৃতি ক্ষেত্রে
01de8de7cf.wav,156878,অনেকাংশে অর্থনৈতিক
01df4a74ba.wav,124878,যুক্ত হয় উৎপাদিত বিদ্যুৎ
01df53d87f.wav,112078,২৬ মে দিল্লিতে
01df5fd925.wav,131278,তিনটি উপন্যাস প্রকাশ করেন
01df8f160c.wav,115278,পড়ছে না স্যাটেলাইটের ক্যামেরায়
01df9b9f60.wav,86478,থাকলো না
01dfc80793.wav,96078,ছোকরা বয়সী সেই লোকটা
01dfe2effc.wav,115278,তাই করতে চাই
01dff90640.wav,92878,উপায় ছিলো না
01e139e7df.wav,112078,বারবার সুন্দরের প্রসঙ্গ-উত্থাপন
01e18bf345.wav,124878,বাঁ হাতের
01e1fc7361.wav,76878,খবর পেয়ে পুলিশ
01e280fc94.wav,70478,আগের রাতে
01e2a1e7b9.wav,80078,হত্যার ঘটনা ঘটে
01e2b10c62.wav,134478,আলম বয়াতি বলেন
01e2c31008.wav,83278,সালামের মুখ
01e2c689f4.wav,102478,জাতিসংঘের কার্যালয়ে
01e3415827.wav,105678,তার উপর চারধারে
01e35c041f.wav,124878,নির্ঘুম চোখ জানালায় আমি নিজেকে
01e35e86ed.wav,76878,বিভিন্ন রাইডসে চড়তে
01e3fa6b8d.wav,80078,উল্লুক
01e4bb190d.wav,76878,হ্যালোইনের রাত
01e4bdec42.wav,105678,ওয়াহ্ ওয়াহ্ বলেন
01e4d5c0c2.wav,86478,তবে পিক আওয়ারের
01e4ff0fdd.wav,144078,অনেক গুরুত্বপূর্ণ তথ্য
01e57d918d.wav,172878,তাঁহার নিকট আতিথ্য গ্রহণ করিলেন
01e5a9e847.wav,86478,জামদানি তৈরি করতে করতে
01e61f312d.wav,153678,বাংলাদেশে এইচআইভি/এইডস রোগীর সংখ্যা
01e62919e9.wav,102478,নিচে নন
01e6388aa4.wav,105678,এপিপির ওয়েবসাইটে গিয়ে
01e6bc5ff5.wav,102478,এসব তথ্য জানানো হলে
01e6f00ed8.wav,163278,শীতলক্ষ্যাপাড়ের ফিনফিনে মসলিন
01e726da44.wav,105678,দেহে তৈরি হয়
01e732c84b.wav,92878,স্বামীর সঙ্গে লিপি আবারও
01e807aeba.wav,96078,মনুষ্যের শিক্ষণীয়
01e815028a.wav,160078,কেননা ইতিহাস রচনার
01e83e229d.wav,156878,কামরূপিণী ভল্লুকীতে
01e8922625.wav,80078,গায়ক প্রার্থীর দাবি
01e8ee3cee.wav,92878,সম্মেলনে ও উৎসবে
01e95e382f.wav,128078,একটা টিকটিকি ডেকে ওঠে
01e96b3ff2.wav,217678,এবার ফাইলটি vbs ফরম্যাটে
01e98ef403.wav,80078,ভবনটি ধসে পড়ে
01e99a9edc.wav,115278,অসমের স্কুলগুলিতে
01e9c1aff8.wav,86478,ভারত-পাকিস্তানের
01e9c2b9ff.wav,128078,একই হারে সুদ কমিয়েছে
01e9dbeea1.wav,73678,নুহাশ পল্লী
01ea2bc4af.wav,115278,অভিভাবক হবার অনুমতি দেয়
01ea976265.wav,83278,অ্যালান টার্নার
01eaa6fb5f.wav,115278,১৯৫৫ সালে
01eaaade81.wav,108878,ম্যাচের পরে সংবাদ সম্মেলনে
01eaf31b6b.wav,112078,রেস্তোরাতে গিয়ে
01eb4ff65d.wav,67278,সে কারণে
01eba6a6a8.wav,124878,আবুল কাসেম মোহাম্মদ শিরীনের কাছে
01ebd19300.wav,134478,আমরা আমল দিচ্ছি না
01ebe5bf49.wav,70478,অবশ্য নয়
01ebe791a7.wav,70478,কাজী মারুফ
01ec3c9e53.wav,115278,লজ্জায় মাথা লুকোই
01ec4ca0a0.wav,83278,আধুনিক করে
01ec51aa33.wav,105678,দাঁত মেলে আর চুল খুলে
01eca068f7.wav,112078,অর্থনৈতিক উন্নয়নের জন্য
01ecbf2f19.wav,80078,উপদেষ্টা হিসাবে
01ed88074c.wav,134478,ঢাকা দক্ষিণ সিটি করপোরেশনের
01edb7c2c5.wav,144078,ভূত ছাড়ানোর ঝাড়ফুঁক
01edd64ff7.wav,147278,আইসিস হলেন
01eded7ad0.wav,153678,দৈনিক আমার দেশের নির্বাহী সম্পাদক
01ee8cbc24.wav,57678,রাত এল
01eed8c9ba.wav,86478,মুসলমানি
01eee56422.wav,192078,নামিয়ে পরিবেশন পাত্রে ঢেলে
01eeece368.wav,163278,এ ছবিতে অভিনয় করেছেন
01ef088c75.wav,76878,"ঘুমিও না, খেয়ে ফেলবে"
01ef0c3862.wav,83278,নিজেকে তুলে ধরেছেন
01ef5c9540.wav,233678,অ্যানাফিল্যাক্সিস ঘটাতে পারে
01ef6f15ac.wav,76878,ব্রিটিশ কাউন্সিল
01ef940b2c.wav,64078,তারিখ
01efc1713d.wav,137678,১২তম এশিয়া কাপে অংশ নিতে
01eff9e220.wav,121678,সঙ্গীতা রিচার্ড
01effd20cd.wav,131278,জন্ম ২৪ ডিসেম্বর ১৯৫৬
01f043ec0c.wav,105678,১৯২৫ সালে প্রকাশিত
01f064f9ed.wav,124878,এক যুবতী
01f0a8ddda.wav,73678,অনুপ্রেরণার গল্প
01f0ef9823.wav,73678,গুতাগুতি
01f11a8a8f.wav,259278,তার দীর্ঘদিনের কর্মস্থল এফডিসিতে
01f1410e78.wav,102478,সেটা পরিষ্কার হতে
01f15203f9.wav,156878,২০জনকে ইতিমধ্যেই
01f15cd119.wav,96078,৩৬০ কোটি টাকা
01f1654b87.wav,83278,একেবারে প্রথম মূহুর্তে
01f1861dfd.wav,76878,গত রবিবার
01f19046c1.wav,147278,ফেলানি হত্যাকান্ডের বিচারের ব্যাপারে
01f1b9b86b.wav,96078,গায়ে পরতে পরতে
01f280b26c.wav,147278,লালন ভাস্কর্য ভাঙার প্রতিবাদে
01f28345c9.wav,144078,এমন কোন আগাম তথ্য
01f289aaed.wav,96078,সদস্য হতে হবে
01f2ae1b8f.wav,102478,একটি হত্যা মামালা
01f2b04b60.wav,128078,এক যুবককে গুলি করে
01f2f9e476.wav,89678,এই পুরাণ
01f31c7741.wav,153678,তিনি বিশুদ্ধ অ্যাক্টিনিয়াম
01f39339d3.wav,99278,শিশু পার্ক
01f49b2b24.wav,115278,ডাশমারি এলাকার
01f4a29f5c.wav,76878,চলি হাঁসপুর
01f4c2dd4f.wav,102478,এক কিংবদন্তী পুরুষ
01f4c68594.wav,115278,এবং এর ফলে পঞ্চাশ লক্ষ
01f4e048d3.wav,80078,শুনানিতে তারা
01f4ead3dd.wav,124878,এই ভিডিওটি দুই বছরের পুরনো
01f4f00044.wav,160078,"দেয়ালটি ১,০১২ গজ"
01f4f4bd2a.wav,118478,কিশোরদের সাহিত্যমুখী করার জন্য
01f4fa614f.wav,70478,থানায় মামলা
01f50f4bd4.wav,137678,বলেই মনে করি
01f5ab8b67.wav,83278,চারটি বিভাগ নিয়ে
01f62eff6c.wav,163278,পোস্ট করতে হবে বৈধ বিজ্ঞাপন
01f634f1fa.wav,70478,বন্যা
01f6d596d8.wav,124878,হরমুজ প্রণালীকে
01f792e36e.wav,102478,নতুন যে মধ্যবিত্ত
01f7b8ca03.wav,140878,ইন্ডাস্ট্রিঅল বলেছে
01f7ecebb5.wav,80078,তারপর গোয়ালন্দ থেকে
01f8af2ad5.wav,156878,অক্ষরমূল হল
01f91ac912.wav,198478,নির্বাচনের মুখে
01f97f1cea.wav,80078,বিচারের সম্মুখীন
01fa09d16e.wav,134478,প্রথম হ্যাট্রিক করেছিলেন
01fa9000a4.wav,163278,আসন সংখ্যা দুই হাজার ৮১২
01faa160a6.wav,112078,এটি নিয়মিত করলে
